ds,FC,GH,EF,OP,SH,FCc,GHc,EFc,OPc,SHc
2015-06-11,1051.0,536.0,2337.0,826.0,1705.0,2.9841544824241986,2.369252111608598,0.8469209148037392,1.4614784744647875,0.6359215052271293
2015-06-18,1043.0,549.0,2351.0,827.0,1742.0,3.142595629312452,2.7379800952966704,0.3709273603691111,0.7042070660457644,1.2167566772110465
2015-06-25,1023.0,545.0,2363.0,818.0,1725.0,2.8385677380572276,2.982990397455484,0.5055023862767323,0.7026006990320457,1.2568929579171244
2015-07-02,1014.0,548.0,2383.0,804.0,1725.0,2.5570006222923567,2.5645235893848852,1.2855289701196835,1.4512920267853944,0.36754684067237353
2015-07-09,1006.0,574.0,2381.0,805.0,1733.0,2.3778661550418807,2.3470403223250726,0.450897303358472,1.1689031598810578,0.46300187331235765
2015-07-16,1001.0,582.0,2391.0,804.0,1741.0,2.4521627891124997,3.031569988680896,0.39778507836937294,0.7378260315579772,0.9255969658371421
2015-07-23,991.0,572.0,2398.0,806.0,1763.0,2.8895555801134103,2.244951078690046,0.9584238929818213,1.036033559458534,0.4031175100793708
2015-07-30,980.0,590.0,2381.0,798.0,1762.0,3.1775132327138094,2.8010448455726307,0.7586079834675209,1.5215444452914657,1.2332429389067898
2015-08-06,975.0,590.0,2383.0,804.0,1754.0,2.3235256543718124,2.245589235868933,1.0454487017985956,0.838020461180377,1.0002799904690833
2015-08-13,970.0,586.0,2418.0,796.0,1747.0,2.7432883397754217,2.736008593658683,1.2339732746112122,1.4685627602321734,0.9179999715027204
2015-08-20,972.0,579.0,2416.0,804.0,1748.0,2.3392270151534293,3.1467937918276316,1.4065609267033983,1.1407257094238044,0.9342483488060426
2015-08-27,982.0,579.0,2390.0,809.0,1760.0,2.568234730321892,2.6430955900946325,1.2969454045483895,1.2487600697961492,1.1091397028211323
2015-09-03,983.0,579.0,2391.0,807.0,1771.0,2.653759032225813,2.381590974311642,0.8706762636959173,1.5082634805958082,0.8104636240014541
2015-09-10,990.0,577.0,2407.0,822.0,1764.0,2.6191850035540356,2.5770898049154387,1.0056540319451552,1.4301805255783837,0.562569499127747
2015-09-17,992.0,566.0,2406.0,820.0,1733.0,2.636142348511431,2.865859979333356,1.160392830159704,1.4653209235729467,1.2039435623952492
2015-09-24,995.0,586.0,2412.0,803.0,1735.0,3.19169417805832,2.8299198755148125,0.5301240982717437,0.8065607040399851,1.2637199654573394
2015-10-01,997.0,568.0,2434.0,819.0,1723.0,3.020199608706977,2.764482863307864,0.9173445969818935,1.7342789335396362,1.2633437409984025
2015-10-08,1000.0,566.0,2437.0,817.0,1713.0,2.5709697346607276,2.518822293860154,1.4159992276182158,1.1419666073059958,1.0376598447298728
2015-10-15,988.0,560.0,2464.0,817.0,1737.0,2.8076332999188875,2.879297932357484,1.11409414485428,1.4751637835042237,1.3466779686787982
2015-10-22,999.0,581.0,2465.0,808.0,1723.0,2.8614445319906876,3.4129286668794996,1.298019302732842,1.0406442671952947,1.259465769245935
2015-10-29,994.0,585.0,2455.0,822.0,1738.0,3.314377294764816,3.4463103206968286,1.4709293259891356,1.5944620348355825,1.0945123997622273
2015-11-05,1003.0,576.0,2458.0,818.0,1719.0,2.957463076589516,3.228961721395594,0.8469961606997894,1.7052708008690216,1.1124135795532972
2015-11-12,990.0,581.0,2454.0,824.0,1702.0,3.0378661702173226,2.853979859246225,1.4923374118317851,0.9078647419834417,1.2345488945215342
2015-11-19,995.0,573.0,2465.0,832.0,1740.0,2.933193575946307,3.090344509367932,0.8902165081564543,1.4329946154617441,0.7196072085012682
2015-11-26,993.0,577.0,2457.0,825.0,1742.0,3.221022388189488,2.7043099804351525,1.0069040066274106,1.3058858459302929,1.2647591152845883
2015-12-03,977.0,576.0,2472.0,828.0,1733.0,2.643351852989486,2.760933773498321,1.4095091933968895,1.571956522098744,0.8178414164206159
2015-12-10,973.0,578.0,2469.0,826.0,1706.0,2.9233690967087114,3.3089418709946172,1.3660327700464716,1.099099883903282,0.5726653729765752
2015-12-17,948.0,565.0,2515.0,827.0,1729.0,2.909039772226158,2.815123714810533,1.4373284307304741,1.0736800336889267,0.809711072174364
2015-12-24,950.0,546.0,2513.0,830.0,1722.0,2.9834673852009597,2.926254953641428,1.0071000957616691,1.8809334680156775,0.7276286284062423
2015-12-31,954.0,555.0,2508.0,824.0,1734.0,2.914878176814789,3.5279410173538333,0.6473423621651478,1.5930686917078365,1.4013500961695438
2016-01-07,961.0,565.0,2512.0,830.0,1693.0,3.56190055180337,3.5014043208341254,0.8377630442802757,1.196808957360577,0.5711848136035778
2016-01-14,967.0,570.0,2511.0,819.0,1685.0,3.1345918871355583,3.0313490305850372,0.6212967055272911,1.8658894207173988,0.6904422258942243
2016-01-21,959.0,569.0,2509.0,830.0,1702.0,3.366218942381905,3.1660000787215727,1.0664970059082308,1.535883257662456,0.9306893806825278
2016-01-28,955.0,573.0,2504.0,829.0,1715.0,3.133174994398883,3.487678174443123,0.7246587309539805,1.0430890269188582,1.2647617023291247
2016-02-04,959.0,581.0,2531.0,819.0,1728.0,2.970186268569618,3.871158027768958,0.874898854226734,1.878687524641657,0.5670931747339137
2016-02-11,957.0,585.0,2522.0,820.0,1706.0,3.0178970716393643,2.950212779313983,1.2848931961791465,1.7659169478007093,1.3359211300042255
2016-02-18,957.0,588.0,2536.0,814.0,1730.0,3.493860463029852,3.641836939466997,1.4927467139812318,1.0127484330979928,0.8203660013228646
2016-02-25,962.0,597.0,2538.0,809.0,1676.0,3.260172183019421,3.000400212181563,1.055784356775257,1.7223713246505366,0.5853854723379548
2016-03-03,960.0,604.0,2535.0,829.0,1655.0,2.9687060921139246,3.4077096763956227,0.7039393430607246,1.267111408699308,1.290008754233998
2016-03-10,958.0,609.0,2534.0,827.0,1638.0,3.1496556695013966,3.453632931532084,1.000044086869073,1.2713850151550867,0.7662149575672731
2016-03-17,964.0,622.0,2522.0,829.0,1629.0,3.1344469743750416,3.7842102609661934,1.4290544659992634,1.5486633113252335,1.4225179830020336
2016-03-24,967.0,619.0,2527.0,832.0,1666.0,3.0460121942323317,3.227095798908459,0.856755274473548,1.545356568456151,0.8477145176796272
2016-03-31,963.0,627.0,2412.0,936.0,1668.0,3.2857116545961804,3.625074028218809,1.5895291164600311,1.5574819803335305,1.0717432968254021
2016-04-07,971.0,611.0,2414.0,951.0,1651.0,3.6279354704587434,3.3641854201782615,1.2758092617678627,1.5137404958678913,0.6580397657991219
2016-04-14,966.0,609.0,2410.0,972.0,1627.0,3.4672708823924223,3.280874597309231,1.0254353090130188,1.4339981050210429,0.8156684697893809
2016-04-21,974.0,635.0,2418.0,963.0,1624.0,3.76905413800549,3.372477767329745,0.8067926269525721,1.3252505248640194,1.4019405243999534
2016-04-28,982.0,619.0,2420.0,958.0,1676.0,3.1294456099515013,4.050850820533235,0.9135952779612669,1.3730739835608445,0.6536462069807641
2016-05-05,980.0,624.0,2439.0,954.0,1673.0,3.230996664600541,4.1533855582728325,1.145827939233067,1.4133370400427703,0.9047720894128147
2016-05-12,971.0,640.0,2449.0,945.0,1653.0,3.49954001731133,3.9900801552594722,1.041168750757103,1.5531752844513829,1.073312070105642
2016-05-19,979.0,621.0,2453.0,947.0,1643.0,3.666237364453786,3.6385746824681036,1.3432503973287502,1.2502845106222589,1.1039962786325066
2016-05-26,992.0,632.0,2440.0,932.0,1665.0,3.998507248484482,4.122648272910064,1.0072938494311456,2.104155400791279,1.4782458951575101
2016-06-02,996.0,634.0,2449.0,933.0,1639.0,3.741743707167354,3.444547152629366,0.8520549894415215,1.8761906343835975,0.7966282524189662
2016-06-09,992.0,639.0,2538.0,892.0,1655.0,3.748980905528421,3.3638445406329365,1.7493334745486093,1.6416711254306473,1.3929703164103335
2016-06-16,994.0,645.0,2539.0,898.0,1646.0,3.9723468592804645,3.601714869714188,0.8694257596596394,1.7564380234836183,1.0989935371032011
2016-06-23,982.0,640.0,2548.0,900.0,1625.0,3.4223017525498185,3.6374314881620453,1.62347935762179,1.661427640507266,0.5929975526344505
2016-06-30,975.0,641.0,2545.0,887.0,1673.0,3.771612786742196,4.00469816756593,1.0776136943360817,1.983784735384771,1.0456164445022336
2016-07-07,972.0,642.0,2551.0,901.0,1649.0,3.3977874297852044,3.6264832443385737,1.3413927364633553,1.36241971038213,0.5959012210635611
2016-07-14,979.0,640.0,2555.0,887.0,1619.0,3.3050894649594875,4.268879820113399,1.115015394608915,2.063103767447886,0.8571034913518418
2016-07-21,976.0,652.0,2538.0,891.0,1646.0,3.8413707966710753,4.165776611997728,1.011740226783524,2.001211630870689,1.5743973108019578
2016-07-28,968.0,642.0,2550.0,878.0,1655.0,3.263899087493897,4.3098886828842335,1.0395283425189632,1.2976882954039581,1.3790530925915327
2016-08-04,968.0,646.0,2536.0,883.0,1650.0,3.7966502242771116,4.239568856065736,1.373649995138015,1.854895724403311,1.2973825465164848
2016-08-11,978.0,657.0,2532.0,876.0,1664.0,4.110158776755782,3.9281663200714507,0.9119006666476271,1.456973483129873,0.7950485878601576
2016-08-18,987.0,634.0,2547.0,876.0,1659.0,3.9404016645394444,4.290566760738332,1.616697797640256,2.139046822815806,1.622741761963233
2016-08-25,980.0,619.0,2546.0,882.0,1682.0,4.0941492929263825,3.700883311581524,1.4537940805809089,1.3364756699079383,1.4856018587359565
2016-09-01,960.0,623.0,2535.0,888.0,1683.0,4.245697702274174,4.591878677758295,0.9335532598168861,1.7647559402113504,0.7833530449121341
2016-09-08,960.0,624.0,2536.0,890.0,1694.0,3.366258033725757,4.102170018562884,1.697289661912019,1.3348036821859117,0.7820560714593979
2016-09-15,964.0,637.0,2543.0,886.0,1714.0,3.4824285336549403,4.071098502181128,1.0550638603012659,1.6515498862354057,0.8707763495584716
2016-09-22,963.0,648.0,2549.0,888.0,1677.0,4.264048152560534,4.497774179672651,1.2330325009086227,1.4348574130168155,1.4779714938518411
2016-09-29,962.0,643.0,2531.0,870.0,1670.0,3.4759713602255706,3.7925964928907065,1.3124203187905807,2.1417761189365896,1.472531553449866
2016-10-06,964.0,645.0,2545.0,871.0,1651.0,3.893753105239096,3.8255194019547862,1.4356258081051867,2.284638624728889,1.097691622639828
2016-10-13,968.0,666.0,2536.0,876.0,1660.0,3.735696126139997,4.220160953908401,1.2239682046589215,1.4704278516006855,1.221831847808164
2016-10-20,966.0,666.0,2570.0,867.0,1636.0,3.99965460146574,4.56802074534925,1.480164994249034,1.670280355359672,1.5267043722485039
2016-10-27,961.0,678.0,2560.0,874.0,1616.0,3.514843558397212,4.132410949505569,1.4444762335199497,1.5283871716625521,1.061529358746503
2016-11-03,969.0,688.0,2552.0,875.0,1570.0,3.7138656013267513,4.886749145251468,1.3651384357787413,1.9617053803043034,0.9522375347753176
2016-11-10,975.0,695.0,2543.0,882.0,1578.0,4.095151359973395,4.312241527952226,1.8563326125650423,2.1314774277902044,0.9553037921772223
2016-11-17,962.0,688.0,2562.0,878.0,1573.0,4.097071114808095,4.9528067323847225,1.8979714314209701,2.1156944217174587,1.2803724192190666
2016-11-24,949.0,688.0,2571.0,865.0,1592.0,4.2050544770270655,4.959628401961737,1.4710626083405431,2.028990464056903,1.495664502295476
2016-12-01,951.0,679.0,2582.0,854.0,1601.0,3.972756464935064,4.224055196491092,1.9360086121363658,1.9664577797042613,1.1514557307267639
2016-12-08,952.0,684.0,2580.0,856.0,1590.0,4.212113308836098,4.770706249904542,1.7748202979191436,1.8898111940729327,1.0014145473174882
2016-12-15,947.0,683.0,2581.0,856.0,1603.0,4.482671207372232,4.460704956128331,1.5373248850048524,2.104812337383985,1.5124258042454217
2016-12-22,927.0,688.0,2602.0,854.0,1639.0,4.040494589514251,4.207786565869486,1.5513582823627168,1.4867584223448604,1.1756652456612429
2016-12-29,929.0,678.0,2603.0,858.0,1624.0,4.024874688957141,4.95740889465165,1.4999545761958002,1.91771636156705,1.4387851413180626
2017-01-05,940.0,683.0,2595.0,853.0,1643.0,3.741207454799101,4.5179832078693725,1.08093174000961,2.2728076909382753,1.1369408822612848
2017-01-12,946.0,686.0,2612.0,856.0,1638.0,4.439375934677541,5.09126534374664,1.1204175349662397,2.3840898333657163,1.1464406454455576
2017-01-19,947.0,685.0,2610.0,857.0,1592.0,4.575127858401494,4.258743634656008,1.8277980906061133,1.733522354585284,1.1852366452296739
2017-01-26,940.0,693.0,2609.0,857.0,1594.0,4.3019336499767835,4.570920332150052,1.6742171741673584,1.8224833260769273,1.1285424905717105
2017-02-02,953.0,678.0,2615.0,866.0,1608.0,4.633107015469625,4.879739907419362,1.8033638117907063,2.146461613869839,1.051353817908504
2017-02-09,957.0,688.0,2625.0,865.0,1637.0,3.8330823681828567,4.575480742239104,2.089956649539874,2.0345649198108515,1.120958156472422
2017-02-16,959.0,691.0,2623.0,862.0,1652.0,4.454157851222149,4.6769377608072755,1.5519383641734545,1.9519768807579605,1.104247328501807
2017-02-23,955.0,695.0,2619.0,845.0,1684.0,3.9777448718609354,4.841401409453982,1.7299169048588836,1.6463609643017767,0.7891713701010491
2017-03-02,948.0,705.0,2613.0,846.0,1734.0,4.456734566192376,4.829155199245356,1.6535084854873887,2.5353221763615426,1.3489550879500742
2017-03-09,956.0,719.0,2621.0,852.0,1747.0,4.497536165840682,4.744383423931648,1.8891304646358775,2.218678996396079,1.2725270112410203
2017-03-16,965.0,712.0,2626.0,853.0,1751.0,4.049272640443991,4.852056430936609,2.1121340461245155,2.432720299358602,1.2145137308670102
2017-03-23,968.0,712.0,2630.0,852.0,1736.0,4.783899824585085,5.00441940434354,2.0486320419919712,1.6597797043741673,0.8537861908980225
2017-03-30,971.0,707.0,2619.0,857.0,1748.0,4.78792622867155,4.780441427372117,1.8127163485461173,2.075562095763512,1.0050338881001284
2017-04-06,971.0,722.0,2621.0,858.0,1741.0,4.699992690209217,5.317430863100543,1.1818731178455644,1.7657339092865587,0.8069528809683529
2017-04-13,965.0,725.0,2615.0,855.0,1732.0,3.8685722587405875,4.92366032353984,1.6485931132764564,2.24093208253678,1.0249808531741378
2017-04-20,974.0,727.0,2634.0,854.0,1747.0,4.314934950225309,5.098762792963396,2.168555851469072,2.5600132550146153,1.6672181170310951
2017-04-27,986.0,724.0,2643.0,851.0,1743.0,4.6323471386781225,5.395553617283215,2.136646574065269,2.199577042062069,1.4711796893139861
2017-05-04,984.0,739.0,2652.0,852.0,1765.0,4.462262054591811,4.74327670873093,1.8853378459810335,1.8667797417586485,1.13974615474799
2017-05-11,985.0,737.0,2667.0,852.0,1774.0,4.803309468020462,5.544855820986746,1.3835395652190332,2.056814437503792,1.2506048291099627
2017-05-18,986.0,735.0,2677.0,857.0,1743.0,4.399893615090802,5.439429661713153,1.6691674851491514,1.8206987586384735,0.9337353990691033
2017-05-25,988.0,738.0,2652.0,847.0,1754.0,4.543906701899334,5.4445218767454735,1.2417766664833172,1.8832787955494,1.269614615528421
2017-06-01,996.0,739.0,2639.0,856.0,1768.0,4.143847981089739,4.6981938005433435,1.7029072689755236,2.044368479579643,1.5652213171167606
2017-06-08,993.0,744.0,2655.0,854.0,1802.0,4.456029609851906,4.944003445478972,1.8670635905800363,2.4788842417668535,0.9811007704531278
2017-06-15,983.0,740.0,2662.0,855.0,1807.0,4.166172182052907,5.671552008159521,1.3976920048647044,1.7070325978494942,1.3358749767802203
2017-06-22,980.0,737.0,2672.0,847.0,1823.0,4.825731316545667,5.669338603959025,2.2553927778441794,2.0299130526596487,1.6469707151160606
2017-06-29,973.0,717.0,2674.0,853.0,1802.0,4.612355377637381,5.548640860783603,2.1916761466092027,2.535896757242548,1.768079672878686
2017-07-06,974.0,715.0,2686.0,849.0,1799.0,4.846951519239596,4.931017079440999,2.238239808920565,2.509502851959611,1.0411071077216696
2017-07-13,967.0,719.0,2693.0,844.0,1795.0,4.982940965431906,5.369559141755788,1.495694233256178,2.307471574458813,0.9272255442612419
2017-07-20,959.0,714.0,2712.0,850.0,1823.0,4.195165888640619,5.296580058373028,1.686202704178653,1.9178080835033438,0.8857332153030703
2017-07-27,956.0,691.0,2707.0,847.0,1818.0,4.239475367566724,5.682844102255423,2.1673271129383958,2.2224971352437937,1.606054794503836
2017-08-03,960.0,701.0,2713.0,846.0,1818.0,4.329553233370908,5.8425067650821925,1.719116987072911,1.8697029357668402,1.7503956452353313
2017-08-10,962.0,721.0,2711.0,848.0,1832.0,5.067132941171386,5.15515155098458,2.1836733173936396,1.8759125672978236,0.9196546651864811
2017-08-17,955.0,727.0,2715.0,842.0,1823.0,4.7763904268134825,5.959486619030335,1.5245898648339853,2.3129495172210404,1.2558488593317507
2017-08-24,950.0,743.0,2727.0,853.0,1827.0,4.851427163507902,5.869762073699174,2.2154251753088485,2.011945599639378,1.0768663789656072
2017-08-31,946.0,713.0,2732.0,866.0,1821.0,5.1736904440020695,5.296782548082835,2.2984598221522154,1.8958923658130444,0.9279416107503488
2017-09-07,952.0,710.0,2740.0,879.0,1816.0,4.796042736105101,5.377596711756715,2.0592117626576645,2.368127510147145,1.8756462759265502
2017-09-14,942.0,719.0,2748.0,882.0,1829.0,4.534991258604379,5.920640811696306,2.261978792002889,2.704890629619489,0.9994917991569443
2017-09-21,930.0,732.0,2738.0,879.0,1844.0,4.63909879688201,6.0603358623055446,1.524587988156852,1.9192958272000396,1.2518916057274652
2017-09-28,927.0,741.0,2740.0,864.0,1840.0,5.2530848995464545,6.092422677079296,1.7602780816300836,2.3913303548810148,1.688280094494589
2017-10-05,927.0,745.0,2739.0,870.0,1834.0,4.717261522320605,5.6604203761950895,1.758266120786936,1.9414290876879563,1.7024027248321654
2017-10-12,928.0,763.0,2755.0,863.0,1839.0,4.419069435071438,5.202038260816082,2.273102975585425,2.7518445814553667,1.4046794382069818
2017-10-19,929.0,756.0,2767.0,870.0,1857.0,4.5529125494570195,5.390282446174091,2.110060743114768,2.0432926096757007,1.6669237503046421
2017-10-26,929.0,753.0,2748.0,866.0,1864.0,4.869825104793738,5.2686188052534995,1.6000578502625085,2.4670385394014063,1.30197935816668
2017-11-02,930.0,741.0,2768.0,870.0,1843.0,5.297745157270319,5.314591194221604,1.9240488718970896,2.43536316993571,0.9632771006890336
2017-11-09,933.0,740.0,2762.0,879.0,1849.0,4.815869931949964,5.803476169920074,2.383649856435056,2.9001820694768674,1.951980430897314
2017-11-16,931.0,749.0,2754.0,879.0,1828.0,4.549058674158664,5.5016230141481115,1.6789012345641723,2.6907236039469744,1.779260203176694
2017-11-23,931.0,745.0,2764.0,887.0,1829.0,4.485577287162392,5.5773410926297515,2.1481060565835106,2.4793900739783052,1.4794562803847517
2017-11-30,926.0,754.0,2777.0,878.0,1848.0,4.675749809332752,5.473893493153226,1.4772770374818616,2.757163430481965,1.6068314174235288
2017-12-07,938.0,738.0,2789.0,871.0,1848.0,4.481529558606786,6.141543559768805,2.2794410734041213,2.109677455672392,1.376472800328735
2017-12-14,934.0,732.0,2805.0,879.0,1849.0,5.239793724933294,5.501827320739598,2.058021578059847,2.249396878850953,1.503981179067517
2017-12-21,927.0,712.0,2816.0,885.0,1863.0,4.965149690414812,5.5591971307542165,2.4311786158053934,2.69655254567864,1.0460160014897006
2017-12-28,924.0,707.0,2802.0,885.0,1875.0,4.657030455959923,6.074634957168048,1.6882707129607646,2.591062581659484,1.417478683999228
2018-01-04,926.0,699.0,2795.0,894.0,1897.0,5.121086785266096,5.6206490678666245,1.8952485924816385,2.306874705661146,1.613554225118515
2018-01-11,929.0,711.0,2784.0,907.0,1889.0,4.58493757717838,6.020402400912479,2.179179565370985,2.896930367327021,1.7031167343125584
2018-01-18,930.0,725.0,2778.0,888.0,1884.0,4.911793875090197,5.584557661342123,1.8467578194847483,2.9187344904257353,1.8183843836706783
2018-01-25,925.0,724.0,2778.0,889.0,1889.0,5.556266720878355,5.62708831457371,2.166134325197036,2.4821334615065584,1.4713609101562164
2018-02-01,929.0,729.0,2783.0,893.0,1854.0,5.252085542885604,5.821662746080907,2.2791776976756517,2.741131718162159,1.599683477094342
2018-02-08,922.0,722.0,2813.0,886.0,1834.0,4.7590201237240795,5.704469910325724,2.3238543895212276,2.8809233358662465,1.880758524019697
2018-02-15,926.0,713.0,2810.0,898.0,1832.0,5.166951556825583,6.545638175904681,1.9217116621459993,2.4279547995223285,1.5226504378534325
2018-02-22,927.0,721.0,2801.0,885.0,1842.0,5.026728389941612,6.458747941395535,2.0765881702332987,2.523662449183213,1.9949238272274448
2018-03-01,927.0,728.0,2799.0,896.0,1841.0,4.934038197061344,6.559571737341015,1.96730966269795,2.7994270938347805,1.6805542828426494
2018-03-08,932.0,720.0,2800.0,892.0,1829.0,5.40536710313143,6.229871663142846,1.6623261049061235,2.665577538051395,1.962525736191036
2018-03-15,934.0,740.0,2804.0,888.0,1861.0,5.016741668800256,6.6208999414432546,2.300827370380908,2.2770940941646782,1.8473442524093109
2018-03-22,947.0,730.0,2816.0,883.0,1846.0,5.163702886908572,6.677314510851467,2.366736343781347,3.051397155843858,1.1044727964109797
2018-03-29,946.0,721.0,2799.0,866.0,1832.0,5.162630864621537,6.355340866944391,2.25685033805453,2.769598964849286,1.3462583884566544
2018-04-05,953.0,730.0,2794.0,865.0,1807.0,5.613709389349349,6.46543588940179,1.6790207577555032,2.832523979458913,1.524098591795303
2018-04-12,958.0,719.0,2786.0,876.0,1815.0,4.826592159080408,6.392834304917502,2.6089663640724448,2.9031657525832752,1.476863302647442
2018-04-19,958.0,739.0,2780.0,871.0,1824.0,5.048912308422782,6.334697268776287,2.394168963035002,3.0373106209658927,1.7876719769568261
2018-04-26,962.0,735.0,2784.0,858.0,1837.0,5.767957381909656,5.976989680865973,1.8213016654648906,2.2544610138134296,1.8090329899833386
2018-05-03,954.0,743.0,2788.0,862.0,1807.0,5.313473743562071,6.411439982081049,1.7233059649359856,2.4820840383308562,1.39767936302523
2018-05-10,951.0,743.0,2806.0,867.0,1827.0,5.442434625126711,6.0193681825117356,2.4524955780592848,2.5868431600693045,1.2363196432525356
2018-05-17,949.0,755.0,2808.0,870.0,1852.0,4.9124371256169725,6.777922816422164,2.532136162021935,2.8903553393686074,1.1336049047098213
2018-05-24,959.0,759.0,2813.0,870.0,1852.0,5.441329368413022,6.9117986289991435,1.830531691105084,2.5083026191920914,1.6219410647128831
2018-05-31,953.0,759.0,2814.0,879.0,1834.0,5.363833771390779,6.311554779261113,1.9701301496193038,3.2240090126225143,1.9725038573428937
2018-06-07,970.0,762.0,2811.0,883.0,1836.0,5.484974546570864,6.166598935118892,2.224253135574225,2.2553610039925216,1.3912590446365185
2018-06-14,968.0,759.0,2824.0,871.0,1852.0,5.757160993319402,6.124598887771426,1.9644174241898769,2.38962035601957,1.502664967732878
2018-06-21,962.0,779.0,2837.0,873.0,1842.0,5.256922299432748,6.2415102515366945,2.2888927203528358,2.4129551478745244,1.5657394898669663
2018-06-28,931.0,764.0,2827.0,875.0,1842.0,5.459238236722859,6.790308529389251,2.340588923976319,2.444448903773807,1.9914451443404275
2018-07-05,928.0,782.0,2820.0,876.0,1854.0,5.116231186176268,7.113260822069929,2.241844335259498,3.1877788511453726,1.4738338721152984
2018-07-12,937.0,775.0,2836.0,885.0,1865.0,5.930468321488627,6.29100805448247,2.0037550283910353,3.0784987145316207,1.7730841707712954
2018-07-19,929.0,799.0,2817.0,896.0,1880.0,5.950296852352744,6.567205475846989,2.0716802694865386,2.8021620609565407,1.5501086564696904
2018-07-26,926.0,793.0,2804.0,892.0,1869.0,5.837773861344183,6.455737472871002,2.6970116986177413,3.1241220801166394,1.3938676832348271
2018-08-02,924.0,797.0,2798.0,889.0,1896.0,5.3016829180902665,7.248468338072999,1.9538143782611677,3.282564610445498,1.417484797160485
2018-08-09,919.0,794.0,2813.0,881.0,1934.0,5.90324045493399,7.0077297888068095,2.0854018065521944,2.6737566564890516,1.9379246593505903
2018-08-16,915.0,800.0,2809.0,881.0,1957.0,5.734240389941475,6.602560385028927,2.2438809823641956,2.6789483250898183,1.433580880849774
2018-08-23,917.0,794.0,2831.0,881.0,1975.0,5.5422380170216385,6.922133518629666,2.7727903874317916,2.4294415832565104,1.8926566840353751
2018-08-30,924.0,780.0,2816.0,880.0,1969.0,5.610438887563586,7.246213945302204,2.159206693625903,2.479750722344443,1.6104425495649495
2018-09-06,918.0,774.0,2817.0,893.0,1992.0,5.1628884620476825,6.488486345791617,2.6409853013370688,2.513861830848965,2.1672371822292584
